corpus,sample_scope,sample_key,sample_name,sample_root_or_path,sample_root_or_path_windows,provloom_selected_skill_id,provloom_selected_skill_root,provloom_selected_skill_name,provloom_status,provloom_execution_outcome,provloom_final_risk_level,provloom_risk_score,provloom_evidence_type,provloom_evidence_strength,provloom_primary_chain_length,provloom_root_cause,provloom_detected_behaviors,provloom_external_endpoints,skillscan_risk_level,skillscan_risk_score,skillscan_total_issues,skillscan_status,skillscan_path,skillscan_match_scope,cisco_risk_level,cisco_status,cisco_source_path,cisco_match_scope,clawvet_risk_level,clawvet_status,clawvet_source_path,clawvet_match_scope,skillfortify_risk_level,skillfortify_status,skillfortify_source_path,skillfortify_match_scope,seeded_from_existing_review,existing_human_decision,existing_human_gt_behavior,existing_human_gt_chain_valid,existing_human_gt_root_cause,existing_human_notes,existing_reviewer,existing_review_status,human_decision,human_gt_behavior,human_gt_chain_valid,human_gt_root_cause,human_notes,reviewer,review_status
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_customer-success_skills_sentiment-feedback-loop,sentiment-feedback-loop,/mnt/e/sample/006_nurture-testing/plugins/customer-success/skills/sentiment-feedback-loop,E:\sample\006_nurture-testing\plugins\customer-success\skills\sentiment-feedback-loop,mnt_e_sample_006_nurture-testing_plugins_customer-success_skills_sentiment-feedback-loop,/mnt/e/sample/006_nurture-testing/plugins/customer-success/skills/sentiment-feedback-loop,sentiment-feedback-loop,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Sentiment feedback loop for capturing qualitative feedback and injecting into CS playbooks. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_data-enrichment-master_skills_data-sourcing,data-sourcing,/mnt/e/sample/006_nurture-testing/plugins/data-enrichment-master/skills/data-sourcing,E:\sample\006_nurture-testing\plugins\data-enrichment-master\skills\data-sourcing,mnt_e_sample_006_nurture-testing_plugins_data-enrichment-master_skills_data-sourcing,/mnt/e/sample/006_nurture-testing/plugins/data-enrichment-master/skills/data-sourcing,data-sourcing,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Data sourcing and provider optimization skill with waterfall strategies across 150+ enrichment sources. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_data-enrichment-master_skills_firmographic-analysis,firmographic-analysis,/mnt/e/sample/006_nurture-testing/plugins/data-enrichment-master/skills/firmographic-analysis,E:\sample\006_nurture-testing\plugins\data-enrichment-master\skills\firmographic-analysis,mnt_e_sample_006_nurture-testing_plugins_data-enrichment-master_skills_firmographic-analysis,/mnt/e/sample/006_nurture-testing/plugins/data-enrichment-master/skills/firmographic-analysis,firmographic-analysis,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Firmographic analysis skill for interpreting company-level enrichment data. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_data-signal-enrichment_skills_identity-resolution,identity-resolution,/mnt/e/sample/006_nurture-testing/plugins/data-signal-enrichment/skills/identity-resolution,E:\sample\006_nurture-testing\plugins\data-signal-enrichment\skills\identity-resolution,mnt_e_sample_006_nurture-testing_plugins_data-signal-enrichment_skills_identity-resolution,/mnt/e/sample/006_nurture-testing/plugins/data-signal-enrichment/skills/identity-resolution,identity-resolution,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Identity resolution playbook for matching accounts and contacts across enrichment sources. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_data-signal-enrichment_skills_provider-scorecard,provider-scorecard,/mnt/e/sample/006_nurture-testing/plugins/data-signal-enrichment/skills/provider-scorecard,E:\sample\006_nurture-testing\plugins\data-signal-enrichment\skills\provider-scorecard,mnt_e_sample_006_nurture-testing_plugins_data-signal-enrichment_skills_provider-scorecard,/mnt/e/sample/006_nurture-testing/plugins/data-signal-enrichment/skills/provider-scorecard,provider-scorecard,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Provider scorecard for tracking enrichment vendor success, cost, and quality. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_data-signal-enrichment_skills_signal-taxonomy,signal-taxonomy,/mnt/e/sample/006_nurture-testing/plugins/data-signal-enrichment/skills/signal-taxonomy,E:\sample\006_nurture-testing\plugins\data-signal-enrichment\skills\signal-taxonomy,mnt_e_sample_006_nurture-testing_plugins_data-signal-enrichment_skills_signal-taxonomy,/mnt/e/sample/006_nurture-testing/plugins/data-signal-enrichment/skills/signal-taxonomy,signal-taxonomy,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Signal taxonomy for defining schemas and topic tags for enriched signals. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_data-signal-enrichment_skills_validation-rulebook,validation-rulebook,/mnt/e/sample/006_nurture-testing/plugins/data-signal-enrichment/skills/validation-rulebook,E:\sample\006_nurture-testing\plugins\data-signal-enrichment\skills\validation-rulebook,mnt_e_sample_006_nurture-testing_plugins_data-signal-enrichment_skills_validation-rulebook,/mnt/e/sample/006_nurture-testing/plugins/data-signal-enrichment/skills/validation-rulebook,validation-rulebook,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Validation rulebook for defining validation, freshness, and compliance checks for enriched data. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_data-signal-enrichment_skills_waterfall-blueprint,waterfall-blueprint,/mnt/e/sample/006_nurture-testing/plugins/data-signal-enrichment/skills/waterfall-blueprint,E:\sample\006_nurture-testing\plugins\data-signal-enrichment\skills\waterfall-blueprint,mnt_e_sample_006_nurture-testing_plugins_data-signal-enrichment_skills_waterfall-blueprint,/mnt/e/sample/006_nurture-testing/plugins/data-signal-enrichment/skills/waterfall-blueprint,waterfall-blueprint,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Waterfall blueprint for designing provider sequences and credit policies for enrichment. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_design-creative_skills_brand-governance,brand-governance,/mnt/e/sample/006_nurture-testing/plugins/design-creative/skills/brand-governance,E:\sample\006_nurture-testing\plugins\design-creative\skills\brand-governance,mnt_e_sample_006_nurture-testing_plugins_design-creative_skills_brand-governance,/mnt/e/sample/006_nurture-testing/plugins/design-creative/skills/brand-governance,brand-governance,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Brand governance toolkit for managing brand guidelines, approvals, and refresh cadence. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_design-creative_skills_creative-brief-framework,creative-brief-framework,/mnt/e/sample/006_nurture-testing/plugins/design-creative/skills/creative-brief-framework,E:\sample\006_nurture-testing\plugins\design-creative\skills\creative-brief-framework,mnt_e_sample_006_nurture-testing_plugins_design-creative_skills_creative-brief-framework,/mnt/e/sample/006_nurture-testing/plugins/design-creative/skills/creative-brief-framework,creative-brief-framework,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Creative brief framework for structuring concise briefs with goals, audience, and guardrails. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_design-creative_skills_creative-qa-checklist,creative-qa-checklist,/mnt/e/sample/006_nurture-testing/plugins/design-creative/skills/creative-qa-checklist,E:\sample\006_nurture-testing\plugins\design-creative\skills\creative-qa-checklist,mnt_e_sample_006_nurture-testing_plugins_design-creative_skills_creative-qa-checklist,/mnt/e/sample/006_nurture-testing/plugins/design-creative/skills/creative-qa-checklist,creative-qa-checklist,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Creative QA checklist for verifying assets meet brand, accessibility, and localization standards. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_design-creative_skills_enablement-kit,enablement-kit,/mnt/e/sample/006_nurture-testing/plugins/design-creative/skills/enablement-kit,E:\sample\006_nurture-testing\plugins\design-creative\skills\enablement-kit,mnt_e_sample_006_nurture-testing_plugins_design-creative_skills_enablement-kit,/mnt/e/sample/006_nurture-testing/plugins/design-creative/skills/enablement-kit,enablement-kit,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Creative enablement kit for training and adoption programs for brand initiatives. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_design-creative_skills_mood-board-builder,mood-board-builder,/mnt/e/sample/006_nurture-testing/plugins/design-creative/skills/mood-board-builder,E:\sample\006_nurture-testing\plugins\design-creative\skills\mood-board-builder,mnt_e_sample_006_nurture-testing_plugins_design-creative_skills_mood-board-builder,/mnt/e/sample/006_nurture-testing/plugins/design-creative/skills/mood-board-builder,mood-board-builder,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Mood board builder for compiling visual inspiration and creative direction. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_design-creative_skills_production-playbook,production-playbook,/mnt/e/sample/006_nurture-testing/plugins/design-creative/skills/production-playbook,E:\sample\006_nurture-testing\plugins\design-creative\skills\production-playbook,mnt_e_sample_006_nurture-testing_plugins_design-creative_skills_production-playbook,/mnt/e/sample/006_nurture-testing/plugins/design-creative/skills/production-playbook,production-playbook,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Creative production playbook for converting briefs into actionable task plans. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_e-commerce_skills_conversion-diagnostic-kit,conversion-diagnostic-kit,/mnt/e/sample/006_nurture-testing/plugins/e-commerce/skills/conversion-diagnostic-kit,E:\sample\006_nurture-testing\plugins\e-commerce\skills\conversion-diagnostic-kit,mnt_e_sample_006_nurture-testing_plugins_e-commerce_skills_conversion-diagnostic-kit,/mnt/e/sample/006_nurture-testing/plugins/e-commerce/skills/conversion-diagnostic-kit,conversion-diagnostic-kit,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Conversion diagnostic kit for investigating e-commerce funnel issues. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_e-commerce_skills_merchandising-blueprint,merchandising-blueprint,/mnt/e/sample/006_nurture-testing/plugins/e-commerce/skills/merchandising-blueprint,E:\sample\006_nurture-testing\plugins\e-commerce\skills\merchandising-blueprint,mnt_e_sample_006_nurture-testing_plugins_e-commerce_skills_merchandising-blueprint,/mnt/e/sample/006_nurture-testing/plugins/e-commerce/skills/merchandising-blueprint,merchandising-blueprint,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Merchandising blueprint for planning promos, onsite placements, and channel coordination. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_e-commerce_skills_retention-ltv-playbook,retention-ltv-playbook,/mnt/e/sample/006_nurture-testing/plugins/e-commerce/skills/retention-ltv-playbook,E:\sample\006_nurture-testing\plugins\e-commerce\skills\retention-ltv-playbook,mnt_e_sample_006_nurture-testing_plugins_e-commerce_skills_retention-ltv-playbook,/mnt/e/sample/006_nurture-testing/plugins/e-commerce/skills/retention-ltv-playbook,retention-ltv-playbook,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Retention and LTV playbook for lifecycle frameworks driving repeat purchase and loyalty. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_e-commerce_skills_site-performance-watch,site-performance-watch,/mnt/e/sample/006_nurture-testing/plugins/e-commerce/skills/site-performance-watch,E:\sample\006_nurture-testing\plugins\e-commerce\skills\site-performance-watch,mnt_e_sample_006_nurture-testing_plugins_e-commerce_skills_site-performance-watch,/mnt/e/sample/006_nurture-testing/plugins/e-commerce/skills/site-performance-watch,site-performance-watch,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Site performance watch for monitoring ecommerce speed, errors, and uptime. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_edtech-growth_skills_community-advocacy-toolkit,community-advocacy-toolkit,/mnt/e/sample/006_nurture-testing/plugins/edtech-growth/skills/community-advocacy-toolkit,E:\sample\006_nurture-testing\plugins\edtech-growth\skills\community-advocacy-toolkit,mnt_e_sample_006_nurture-testing_plugins_edtech-growth_skills_community-advocacy-toolkit,/mnt/e/sample/006_nurture-testing/plugins/edtech-growth/skills/community-advocacy-toolkit,community-advocacy-toolkit,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Community advocacy toolkit for activating students, alumni, and partners as advocates. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_edtech-growth_skills_curriculum-alignment-kit,curriculum-alignment-kit,/mnt/e/sample/006_nurture-testing/plugins/edtech-growth/skills/curriculum-alignment-kit,E:\sample\006_nurture-testing\plugins\edtech-growth\skills\curriculum-alignment-kit,mnt_e_sample_006_nurture-testing_plugins_edtech-growth_skills_curriculum-alignment-kit,/mnt/e/sample/006_nurture-testing/plugins/edtech-growth/skills/curriculum-alignment-kit,curriculum-alignment-kit,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Curriculum alignment kit for mapping EdTech programs to academic standards. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_edtech-growth_skills_enrollment-persona-playbook,enrollment-persona-playbook,/mnt/e/sample/006_nurture-testing/plugins/edtech-growth/skills/enrollment-persona-playbook,E:\sample\006_nurture-testing\plugins\edtech-growth\skills\enrollment-persona-playbook,mnt_e_sample_006_nurture-testing_plugins_edtech-growth_skills_enrollment-persona-playbook,/mnt/e/sample/006_nurture-testing/plugins/edtech-growth/skills/enrollment-persona-playbook,enrollment-persona-playbook,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Enrollment persona playbook for K-12, higher-ed, and workforce enrollment campaigns. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_edtech-growth_skills_student-success-scorecard,student-success-scorecard,/mnt/e/sample/006_nurture-testing/plugins/edtech-growth/skills/student-success-scorecard,E:\sample\006_nurture-testing\plugins\edtech-growth\skills\student-success-scorecard,mnt_e_sample_006_nurture-testing_plugins_edtech-growth_skills_student-success-scorecard,/mnt/e/sample/006_nurture-testing/plugins/edtech-growth/skills/student-success-scorecard,student-success-scorecard,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"Student success scorecard for monitoring engagement, progression, and completion metrics. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_email-marketing_skills_ab-testing,ab-testing,/mnt/e/sample/006_nurture-testing/plugins/email-marketing/skills/ab-testing,E:\sample\006_nurture-testing\plugins\email-marketing\skills\ab-testing,mnt_e_sample_006_nurture-testing_plugins_email-marketing_skills_ab-testing,/mnt/e/sample/006_nurture-testing/plugins/email-marketing/skills/ab-testing,ab-testing,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,"A/B testing and experimentation skill for email subject lines, offers, and cadences. No risk indicators.",唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_email-marketing_skills_deliverability-ops,deliverability-ops,/mnt/e/sample/006_nurture-testing/plugins/email-marketing/skills/deliverability-ops,E:\sample\006_nurture-testing\plugins\email-marketing\skills\deliverability-ops,mnt_e_sample_006_nurture-testing_plugins_email-marketing_skills_deliverability-ops,/mnt/e/sample/006_nurture-testing/plugins/email-marketing/skills/deliverability-ops,deliverability-ops,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Deliverability operations for investigating inbox placement and compliance signals. No risk indicators.,唐健,reviewed,,,,,,,
safe_like_200,sampled_skill_path,mnt_e_sample_006_nurture-testing_plugins_email-marketing_skills_drip-campaigns,drip-campaigns,/mnt/e/sample/006_nurture-testing/plugins/email-marketing/skills/drip-campaigns,E:\sample\006_nurture-testing\plugins\email-marketing\skills\drip-campaigns,mnt_e_sample_006_nurture-testing_plugins_email-marketing_skills_drip-campaigns,/mnt/e/sample/006_nurture-testing/plugins/email-marketing/skills/drip-campaigns,drip-campaigns,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,unavailable,,,,,unavailable,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,info,success,E:\sample\006_nurture-testing\plugins\lead-nurture-orchestration\skills\nurture-testing,top_level_package_max,false,benign,no_closed_chain_documentation,FALSE,benign_documentation,Drip campaign design skill for sequenced nurture flows with pacing and value ladders. No risk indicators.,唐健,reviewed,,,,,,,
